id,yearOfRegistration,Datasource,gender,ageBroad,majorityStatus,majorityStatusAtExploit,citizenship,meansOfControlTakesEarnings,meansOfControlThreats,meansOfControlPsychologicalAbuse,meansOfControlPhysicalAbuse,meansOfControlSexualAbuse,meansOfControlPsychoactiveSubstances,meansOfControlRestrictsMovement,meansOfControlUsesChildren,meansOfControlThreatOfLawEnforcement,isForcedLabour,isSexualExploit,isOtherExploit,isAbduction,recruiterRelationIntimatePartner,recruiterRelationFriend,recruiterRelationFamily,recruiterRelationOther
33790,2016,Hotline,Female,18--20,Adult,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
33791,2016,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
33792,2016,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
33793,2016,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
33794,2016,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
33795,2016,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
33796,2016,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
33797,2016,Hotline,Female,18--20,Adult,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
33798,2016,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
33799,2016,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
33800,2016,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
33801,2016,Hotline,Female,18--20,Adult,-99,US,-99,1,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
33802,2016,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
33803,2016,Hotline,Female,18--20,Adult,-99,US,-99,1,1,1,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
33804,2016,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,1,-99,-99,1,-99,-99,0,1,0,-99,-99,-99,-99,-99
33805,2016,Hotline,Female,18--20,Adult,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
33806,2016,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
33807,2016,Hotline,Female,18--20,Adult,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
33808,2016,Hotline,Female,18--20,Adult,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
33809,2016,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
33810,2016,Hotline,Female,18--20,Adult,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
33811,2016,Hotline,Female,18--20,Adult,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
33812,2016,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
33813,2016,Hotline,Female,18--20,Adult,Adult,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
33814,2016,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
33815,2016,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
33816,2016,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
33817,2016,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
33818,2016,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,-99,1,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
33819,2016,Hotline,Female,18--20,Adult,Minor,US,-99,1,1,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
33820,2016,Hotline,Female,18--20,Adult,-99,US,-99,1,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
33821,2016,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
33822,2016,Hotline,Female,18--20,Adult,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
33823,2016,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
33824,2016,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
33825,2016,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
33826,2016,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
33827,2016,Hotline,Female,18--20,Adult,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
33828,2016,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,-99,1,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
33829,2016,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
33830,2016,Hotline,Female,18--20,Adult,Minor,US,-99,1,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
33831,2016,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
33832,2016,Hotline,Female,18--20,Adult,-99,US,-99,1,-99,-99,-99,-99,1,-99,-99,0,1,0,-99,-99,-99,-99,-99
33833,2016,Hotline,Female,18--20,Adult,-99,US,-99,1,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
33834,2016,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
33835,2016,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
33836,2016,Hotline,Female,18--20,Adult,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
33837,2016,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,-99,-99,1,-99,-99,0,1,0,-99,-99,-99,-99,-99
33838,2016,Hotline,Female,18--20,Adult,Adult,US,-99,1,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
33839,2016,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
33840,2016,Hotline,Female,18--20,Adult,-99,US,-99,-99,1,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
33841,2016,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,1,-99,1,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
33842,2016,Hotline,Female,18--20,Adult,Adult,US,-99,1,-99,1,1,-99,1,-99,-99,0,1,0,-99,-99,-99,-99,-99
33843,2016,Hotline,Female,18--20,Adult,-99,US,1,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
33844,2016,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,-99,1,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
33845,2016,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
33846,2016,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
33847,2016,Hotline,Female,18--20,Adult,-99,US,-99,1,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
33848,2016,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
33849,2016,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
33850,2016,Hotline,Female,18--20,Adult,-99,US,1,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
33851,2016,Hotline,Female,18--20,Adult,Adult,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
33852,2016,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
33853,2016,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
33854,2016,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
33855,2016,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
33856,2016,Hotline,Female,18--20,Adult,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
33857,2016,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,0,1,0,0
33858,2016,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
33859,2016,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
33860,2016,Hotline,Female,18--20,Adult,-99,US,-99,-99,-99,-99,1,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34076,2016,Hotline,Female,21--23,Adult,Minor,US,-99,1,-99,1,-99,1,-99,-99,-99,0,1,0,0,0,0,0,1
34077,2016,Hotline,Female,21--23,Adult,Minor,US,-99,-99,-99,1,-99,1,1,-99,-99,0,1,0,0,-99,-99,-99,-99
34078,2016,Hotline,Female,21--23,Adult,Minor,US,1,1,-99,1,-99,-99,1,-99,-99,0,1,0,0,0,1,0,0
34079,2016,Hotline,Female,21--23,Adult,Minor,US,-99,-99,-99,1,-99,-99,-99,-99,-99,0,1,0,0,-99,-99,-99,-99
34080,2016,Hotline,Female,21--23,Adult,-99,US,-99,-99,1,-99,1,1,1,-99,-99,0,1,0,0,1,0,0,0
34081,2016,Hotline,Female,21--23,Adult,Minor,US,-99,1,1,1,-99,1,-99,-99,-99,0,1,0,0,1,0,0,0
34082,2016,Hotline,Female,21--23,Adult,Minor,US,1,1,-99,1,-99,1,1,-99,-99,0,1,0,0,-99,-99,-99,-99
34083,2016,Hotline,Female,21--23,Adult,Minor,US,-99,-99,-99,1,-99,-99,-99,-99,-99,0,1,0,0,-99,-99,-99,-99
34084,2016,Hotline,Female,21--23,Adult,-99,US,1,-99,1,1,-99,-99,1,-99,-99,0,1,0,0,1,0,0,0
34085,2016,Hotline,Female,21--23,Adult,Minor,US,-99,-99,-99,1,1,1,1,-99,-99,0,1,0,0,0,1,1,0
34086,2016,Hotline,Female,21--23,Adult,Minor,US,-99,-99,1,-99,-99,-99,1,-99,-99,0,1,0,0,-99,-99,-99,-99
34087,2016,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,0,-99,-99,-99,-99
34088,2016,Hotline,Female,21--23,Adult,Minor,US,-99,1,1,1,-99,-99,-99,-99,-99,0,1,0,0,1,0,0,0
34089,2016,Hotline,Female,21--23,Adult,-99,US,-99,-99,1,1,-99,-99,-99,-99,-99,0,1,0,0,1,0,0,0
34090,2016,Hotline,Female,21--23,Adult,Adult,US,-99,-99,-99,1,-99,-99,1,-99,-99,0,1,0,0,-99,-99,-99,-99
34091,2016,Hotline,Female,21--23,Adult,Minor,US,-99,1,1,-99,1,1,1,-99,-99,0,1,0,0,0,1,1,0
34092,2016,Hotline,Female,21--23,Adult,Minor,US,-99,-99,1,-99,-99,1,-99,-99,-99,0,1,0,0,1,0,0,0
34093,2016,Hotline,Female,21--23,Adult,-99,US,-99,-99,1,1,-99,-99,-99,-99,-99,0,1,0,0,1,0,0,0
34094,2016,Hotline,Female,21--23,Adult,Minor,US,1,1,-99,-99,-99,1,1,-99,-99,0,1,0,0,-99,-99,-99,-99
34095,2016,Hotline,Female,21--23,Adult,Minor,US,-99,-99,1,1,1,-99,-99,-99,-99,0,1,0,0,0,0,1,0
34096,2016,Hotline,Female,21--23,Adult,Minor,US,1,-99,1,1,-99,-99,-99,-99,-99,0,1,0,0,1,0,0,0
34097,2016,Hotline,Female,21--23,Adult,Minor,US,-99,1,1,1,1,1,-99,1,-99,0,1,0,0,1,0,0,0
34098,2016,Hotline,Female,21--23,Adult,Minor,US,1,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,0,0,1,0,0
34099,2016,Hotline,Female,21--23,Adult,-99,US,1,-99,1,1,-99,1,1,-99,-99,0,1,0,0,1,0,0,0
34100,2016,Hotline,Female,21--23,Adult,Minor,US,-99,-99,-99,-99,-99,-99,1,-99,-99,0,1,0,0,-99,-99,-99,-99
34101,2016,Hotline,Female,21--23,Adult,Adult,US,-99,-99,-99,1,1,1,-99,-99,-99,0,1,0,0,-99,-99,-99,-99
34102,2016,Hotline,Female,21--23,Adult,Minor,US,-99,1,1,-99,1,-99,-99,-99,-99,0,1,0,0,0,0,0,1
34103,2016,Hotline,Female,21--23,Adult,Minor,US,-99,-99,-99,-99,1,1,-99,-99,-99,0,1,0,0,0,0,0,1
34104,2016,Hotline,Female,21--23,Adult,-99,US,1,1,1,1,1,-99,-99,-99,-99,0,1,0,0,1,0,0,0
34105,2016,Hotline,Female,21--23,Adult,Adult,US,1,1,-99,1,-99,-99,1,-99,-99,0,1,0,0,-99,-99,-99,-99
34106,2016,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,0,1,0,0,0
34107,2016,Hotline,Female,21--23,Adult,-99,US,-99,1,-99,1,-99,1,1,-99,-99,0,1,0,0,-99,-99,-99,-99
34108,2016,Hotline,Female,21--23,Adult,-99,US,-99,-99,1,-99,-99,-99,-99,-99,-99,0,1,0,0,0,0,1,0
34109,2016,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34110,2016,Hotline,Female,21--23,Adult,-99,US,1,-99,-99,1,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34111,2016,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,1,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34112,2016,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34113,2016,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,1,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34114,2016,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,1,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34115,2016,Hotline,Female,21--23,Adult,-99,US,1,-99,-99,-99,-99,-99,1,-99,-99,0,1,0,-99,0,1,0,0
34116,2016,Hotline,Female,21--23,Adult,-99,US,1,-99,1,1,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34117,2016,Hotline,Female,21--23,Adult,Minor,US,-99,1,1,1,-99,-99,1,-99,-99,0,1,0,-99,-99,-99,-99,-99
34118,2016,Hotline,Female,21--23,Adult,Adult,US,-99,-99,-99,-99,-99,1,1,-99,-99,0,1,0,-99,-99,-99,-99,-99
34119,2016,Hotline,Female,21--23,Adult,Minor,US,-99,-99,-99,-99,-99,-99,1,-99,-99,0,1,0,-99,-99,-99,-99,-99
34120,2016,Hotline,Female,21--23,Adult,-99,US,1,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34121,2016,Hotline,Female,21--23,Adult,Minor,US,-99,-99,-99,1,1,1,1,-99,-99,0,1,0,-99,-99,-99,-99,-99
34122,2016,Hotline,Female,21--23,Adult,Adult,US,-99,-99,-99,-99,-99,1,1,-99,-99,0,1,0,-99,-99,-99,-99,-99
34123,2016,Hotline,Female,21--23,Adult,Minor,US,-99,-99,1,1,-99,-99,1,-99,-99,0,1,0,-99,-99,-99,-99,-99
34124,2016,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,1,-99,-99,-99,-99,-99,0,1,0,-99,0,0,0,1
34125,2016,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,1,-99,-99,0,1,0,-99,-99,-99,-99,-99
34126,2016,Hotline,Female,21--23,Adult,Adult,US,-99,-99,-99,1,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34127,2016,Hotline,Female,21--23,Adult,Minor,US,-99,-99,-99,1,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34128,2016,Hotline,Female,21--23,Adult,-99,US,-99,1,-99,1,1,-99,-99,-99,-99,0,1,0,-99,0,0,0,1
34129,2016,Hotline,Female,21--23,Adult,Minor,US,-99,1,-99,1,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34130,2016,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,1,-99,-99,0,1,0,-99,-99,-99,-99,-99
34131,2016,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,1,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34132,2016,Hotline,Female,21--23,Adult,-99,US,1,-99,-99,1,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34133,2016,Hotline,Female,21--23,Adult,-99,US,1,-99,-99,1,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34134,2016,Hotline,Female,21--23,Adult,-99,US,-99,1,-99,-99,1,1,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34135,2016,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34136,2016,Hotline,Female,21--23,Adult,Minor,US,-99,1,-99,1,-99,1,1,-99,-99,0,1,0,-99,-99,-99,-99,-99
34137,2016,Hotline,Female,21--23,Adult,Minor,US,-99,-99,-99,-99,-99,1,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34138,2016,Hotline,Female,21--23,Adult,Minor,US,-99,1,-99,1,1,1,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34139,2016,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34140,2016,Hotline,Female,21--23,Adult,-99,US,-99,-99,1,-99,-99,-99,-99,-99,-99,0,1,0,-99,0,1,0,0
34141,2016,Hotline,Female,21--23,Adult,-99,US,-99,-99,1,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34142,2016,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34143,2016,Hotline,Female,21--23,Adult,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34144,2016,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,1,1,-99,1,1,-99,0,1,0,-99,-99,-99,-99,-99
34145,2016,Hotline,Female,21--23,Adult,-99,US,-99,-99,1,-99,-99,1,-99,-99,-99,0,1,0,0,0,0,1,0
34146,2016,Hotline,Female,21--23,Adult,-99,US,-99,-99,1,1,1,1,-99,-99,-99,0,1,0,0,1,1,0,0
34147,2016,Hotline,Female,21--23,Adult,Adult,US,-99,1,1,1,1,1,1,1,-99,0,1,0,0,0,0,0,1
34148,2016,Hotline,Female,21--23,Adult,Adult,US,-99,-99,-99,-99,-99,1,1,-99,-99,0,1,0,0,0,0,0,1
34149,2016,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,0,-99,-99,-99,-99
34150,2016,Hotline,Female,21--23,Adult,-99,US,-99,1,1,1,-99,-99,1,-99,-99,0,1,0,0,1,0,0,0
34151,2016,Hotline,Female,21--23,Adult,-99,US,-99,-99,1,-99,-99,-99,-99,-99,-99,0,1,0,0,1,0,0,0
34152,2016,Hotline,Female,21--23,Adult,-99,US,-99,1,1,1,-99,-99,-99,-99,-99,0,1,0,0,1,0,0,0
34153,2016,Hotline,Female,21--23,Adult,Minor,US,1,-99,1,1,-99,-99,-99,-99,-99,0,1,0,0,1,0,0,0
34154,2016,Hotline,Female,21--23,Adult,-99,US,-99,1,1,1,1,1,-99,-99,-99,0,1,0,0,1,0,0,0
34155,2016,Hotline,Female,21--23,Adult,Adult,US,-99,-99,1,1,-99,-99,-99,-99,-99,0,1,0,0,1,0,0,0
34156,2016,Hotline,Female,21--23,Adult,Minor,US,1,-99,-99,-99,-99,1,-99,-99,-99,0,1,0,0,-99,-99,-99,-99
34157,2016,Hotline,Female,21--23,Adult,Minor,US,-99,1,1,-99,-99,-99,-99,-99,-99,0,1,0,0,1,0,0,0
34158,2016,Hotline,Female,21--23,Adult,Minor,US,1,-99,-99,1,1,-99,-99,-99,-99,0,1,0,0,0,1,0,0
34159,2016,Hotline,Female,21--23,Adult,Minor,US,-99,-99,1,1,1,1,1,-99,-99,0,1,0,0,1,0,0,0
34160,2016,Hotline,Female,21--23,Adult,-99,US,-99,-99,1,-99,-99,-99,-99,-99,-99,0,1,0,0,1,0,0,0
34161,2016,Hotline,Female,21--23,Adult,Minor,US,-99,-99,1,-99,1,-99,-99,-99,-99,0,1,0,0,1,0,0,0
34162,2016,Hotline,Female,21--23,Adult,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,0,0,1,0,0
34163,2016,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,0,1,0,0,0
34164,2016,Hotline,Female,21--23,Adult,-99,US,1,-99,-99,1,-99,-99,-99,-99,-99,0,1,0,0,-99,-99,-99,-99
34165,2016,Hotline,Female,21--23,Adult,-99,US,-99,1,1,1,-99,-99,1,-99,-99,0,1,0,0,1,0,0,0
34166,2016,Hotline,Female,21--23,Adult,Minor,US,-99,1,1,1,-99,-99,-99,-99,-99,0,1,0,0,1,0,0,0
34167,2016,Hotline,Female,21--23,Adult,Minor,US,-99,1,1,-99,1,-99,-99,-99,-99,0,1,0,0,0,0,1,0
34168,2016,Hotline,Female,21--23,Adult,Adult,US,-99,1,-99,1,-99,1,-99,-99,-99,0,1,0,0,0,1,0,0
34169,2016,Hotline,Female,21--23,Adult,Minor,US,1,-99,-99,-99,1,-99,-99,-99,-99,0,1,0,0,1,0,0,0
34170,2016,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,1,-99,-99,-99,-99,-99,0,1,0,0,1,0,0,0
34171,2016,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,1,1,1,-99,-99,0,1,0,0,0,1,0,0
34172,2016,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34173,2016,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,1,1,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34174,2016,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,1,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34175,2016,Hotline,Female,21--23,Adult,Minor,US,-99,-99,-99,-99,-99,-99,1,-99,-99,0,1,0,-99,-99,-99,-99,-99
34176,2016,Hotline,Female,21--23,Adult,Minor,US,-99,-99,-99,1,-99,-99,1,-99,-99,0,1,0,-99,0,0,0,1
34177,2016,Hotline,Female,21--23,Adult,Adult,US,-99,-99,-99,-99,-99,-99,1,-99,-99,0,1,0,-99,-99,-99,-99,-99
34178,2016,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34179,2016,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34180,2016,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34181,2016,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34182,2016,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34183,2016,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34184,2016,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34185,2016,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34186,2016,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34187,2016,Hotline,Female,21--23,Adult,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34188,2016,Hotline,Female,21--23,Adult,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34189,2016,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34190,2016,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34191,2016,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34192,2016,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,1,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34193,2016,Hotline,Female,21--23,Adult,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
